SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
7171076,3,croce elementary,94551,livermore,leo r. croce elementary,94551,livermore,0.8857142857142857
7171085,3,junction ave,94551,livermore,junction k-8,94551,livermore,0.8727272727272727
7171085,4,st michael's,94550,livermore,st. michael school,94550,livermore,0.8524590163934426
7171085,5,jim croce,94551,livermore,tri-valley rop,94551,livermore,0.7037037037037037
7171151,4,granada high,94550,livermore,granada high,94550,livermore,0.9818181818181818
7171171,3,grenada high,38901,grenada,granada high,94550,livermore,0.6037735849056604
7171171,4,elementary,94551,livermore,lawrence elementary,94551,livermore,0.8333333333333334
7171189,3,mendenhall middle,94550,livermore,william mendenhall middle,94550,livermore,0.8767123287671232
7171189,4,rancho las positas elementary,94551,livermore,rancho las positas elementary,94551,livermore,0.9887640449438202
7171400,3,arden wood elementary,94555,fremont,ardenwood elementary,94555,fremont,0.9705882352941176
7171417,3,american high,94536,fremont,american high,94536,fremont,0.9811320754716981
7171417,4,thornton junior high,94536,fremont,thornton junior high,94536,fremont,0.9850746268656716
7171417,5,ardenwood elementary,94555,fremont,ardenwood elementary,94555,fremont,0.9850746268656716
7171839,3,nvla elementary,94558,napa,snow elementary,94558,napa,0.8627450980392157
7171839,4,nbla elementary,94558,napa,snow elementary,94558,napa,0.8627450980392157
7171846,3,mcpherson elementary,94558,napa,mcpherson elementary,94558,napa,0.9836065573770492
7171846,4,mcpherson elementary,94558,napa,mcpherson elementary,94558,napa,0.9836065573770492
7171873,3,new technology high,94559,napa,new technology high,94559,napa,0.9830508474576272
7172203,3,bentish high,94558,napa,napa high,94558,napa,0.7619047619047619
7172203,4,bentish high,94558,napa,napa high,94558,napa,0.7619047619047619
7172203,5,pueblo vista elementary,94558,napa,pueblo vista elementary,94558,napa,0.9850746268656716
7172235,3,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
7172256,4,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
7172256,5,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
7172417,4,memorial high,94560,newark,newark memorial high,94560,newark,0.8620689655172413
7172417,5,milimi middle,94560,newark,altimira middle,95476,sonoma,0.6415094339622641
7172417,6,milimi middle,94560,newark,altimira middle,95476,sonoma,0.6415094339622641
7172417,7,milimi middle,94560,newark,altimira middle,95476,sonoma,0.6415094339622641
7172561,3,newark high,94560,newark,newark junior high,94560,newark,0.8518518518518519
7172669,3,foot hill high,94588,pleasanton,foothill high,94588,pleasanton,0.9666666666666667
7172669,4,thomas hart middle,94588,pleasanton,thomas s. hart middle,94588,pleasanton,0.9444444444444444
7172749,3,sunol glenn,94586,sunol,sunol glen elementary,94586,sunol,0.8
7172749,4,hearst elementary,94566,pleasanton,alisal elementary,94566,pleasanton,0.8656716417910447
7172749,5,hearst elementary,94566,pleasanton,alisal elementary,94566,pleasanton,0.8656716417910447
7173614,4,john muir junior high,94577,san leandro,john muir middle,94577,san leandro,0.7777777777777778
7173614,5,james monroe elementary,94578,san leandro,monroe elementary,94578,san leandro,0.9066666666666666
7173816,5,arroyo high,94580,san lorenzo,arroyo high,94580,san lorenzo,0.9824561403508771
7173816,6,arroyo high,94580,san lorenzo,arroyo high,94580,san lorenzo,0.9824561403508771
7174066,5,beckham charter high,95687,vacaville,elise p. buckingham charter magnet high,95687,vacaville,0.7555555555555555
7174066,6,crescent elementary,94585,suisun city,crescent elementary,94585,suisun,0.9117647058823529
7174520,3,eastin elementary,94587,union city,searles elementary,94587,union city,0.8823529411764706
7174520,4,eastin elementary,94587,union city,searles elementary,94587,union city,0.8823529411764706
7174586,3,amador,94566,pleasanton,amador valley high,94566,pleasanton,0.7719298245614035
7174619,4,amador valley high,94566,pleasanton,amador valley high,94566,pleasanton,0.9855072463768116
7174634,5,amador valley high,94566,pleasanton,amador valley high,94566,pleasanton,0.9855072463768116
7174667,3,foothill high,94588,pleasanton,foothill high,94588,pleasanton,0.9830508474576272
7174667,4,foothill high,94588,pleasanton,foothill high,94588,pleasanton,0.9830508474576272
7175219,3,vallijo high,94590,vallejo,vallejo high,94590,vallejo,0.9411764705882353
7175219,4,franklin middle,94590,vallejo,franklin middle,94590,vallejo,0.9824561403508771
7175219,5,grace patterson,94590,vallejo,grace patterson elementary,94590,vallejo,0.8235294117647058
7175761,3,spsv high,94591,vallejo,vallejo high,94590,vallejo,0.75
7176001,3,east bay college,94542,hayward,east bay arts high,94541,hayward,0.7213114754098361
7176083,3,academic middle,94601,oakland,claremont middle,94618,oakland,0.7931034482758621
7176083,4,royal academic,94601,oakland,life academy,94601,oakland,0.7924528301886793
7176119,3,upa middle,94601,oakland,montera middle,94611,oakland,0.7843137254901961
7176119,4,mell west high,94606,oakland,metwest high,94606,oakland,0.9056603773584906
7176119,5,mell west high,94606,oakland,metwest high,94606,oakland,0.9056603773584906
7176259,4,oakland high,94607,oakland,oakland high,94610,oakland,0.9411764705882353
7176259,5,worth academy,94601,oakland,reach academy,94603,oakland,0.8301886792452831
7176381,5,san leandro high,94577,san leandro,san leandro high,94577,san leandro,0.9850746268656716
7176411,3,charter,94612,oakland,epic charter,94601,oakland,0.8260869565217391
7176411,5,charter,94612,oakland,epic charter,94601,oakland,0.8260869565217391
7176432,4,franklin elementary,94501,alameda,franklin elementary,94501,alameda,0.9846153846153847
7176467,4,skyline high,94619,oakland,skyline high,94619,oakland,0.9803921568627451
7176467,5,skyline high,94619,oakland,skyline high,94619,oakland,0.9803921568627451
7176485,3,high,94610,oakland,oakland high,94610,oakland,0.7906976744186046
7176485,4,monarch academy,94603,oakland,aspire monarch academy,94603,oakland,0.875
7176485,5,monarch academy,94603,oakland,aspire monarch academy,94603,oakland,0.875
7176524,3,junior high,94605,oakland,arise high,94601,oakland,0.75
7176524,4,elmore elementary,94603,oakland,emerson elementary,94609,oakland,0.8387096774193549
7176524,5,elmore elementary,94603,oakland,emerson elementary,94609,oakland,0.8387096774193549
7176763,3,middle,94602,oakland,frick middle,94605,oakland,0.8
7176763,4,middle,94602,oakland,frick middle,94605,oakland,0.8
7176909,5,oakland for the arts,94612,oakland,oakland school for the arts,94612,oakland,0.8918918918918919
7177593,3,walden center &,94703,berkeley,walden center & school,94703,berkeley,0.8787878787878788
7177639,4,grant elementary,94580,san lorenzo,grant elementary,94580,san lorenzo,0.9850746268656716
7177980,3,wildwood,94610,piedmont,wildwood elementary,94611,piedmont,0.75
7177980,4,wildwood,94610,piedmont,wildwood elementary,94611,piedmont,0.75
7178131,3,piedmont middle,94611,piedmont,piedmont middle,94611,piedmont,0.9830508474576272
7178131,4,piedmont middle,94611,piedmont,piedmont middle,94611,piedmont,0.9830508474576272
7178150,3,peidmount middle,94611,piedmont,piedmont middle,94611,piedmont,0.9333333333333333
7178196,3,piedmont middle,94611,piedmont,piedmont middle,94611,piedmont,0.9830508474576272
7178389,4,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7178415,3,ecole bilingue de berkeley,94710,berkeley,ecole bilingue de berkeley,94710,berkeley,0.9876543209876543
7178415,4,ecole bilingue de berkeley,94710,berkeley,ecole bilingue de berkeley,94710,berkeley,0.9876543209876543
7178558,4,green leaf middle,94621,oakland,greenleaf elementary,94621,oakland,0.78125
7178558,5,pride elementary,94621,oakland,futures elementary,94621,oakland,0.8524590163934426
7178558,6,discovery academy,94603,oakland,cox academy,94603,oakland,0.8363636363636363
7178630,3,lps college park,94605,oakland,aspire college academy,94605,oakland,0.7384615384615385
7178630,4,aspire monarch academy,94603,oakland,aspire monarch academy,94603,oakland,0.9859154929577465
7178653,4,life academy,94601,oakland,life academy,94601,oakland,0.9803921568627451
7178653,5,life academy,94601,oakland,life academy,94601,oakland,0.9803921568627451
7178801,3,oxford elementary,94707,berkeley,oxford elementary,94707,berkeley,0.9841269841269841
7178807,6,jefferson elementary,94702,berkeley,jefferson elementary,94702,berkeley,0.9855072463768116
7178809,1,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7178809,4,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7178913,3,washington elementary,94704,berkeley,washington elementary,94704,berkeley,0.9859154929577465
7178913,4,washington elementary,94704,berkeley,washington elementary,94704,berkeley,0.9859154929577465
7178966,3,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7178984,3,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7178984,4,rosa park elementary,94710,berkeley,thousand oaks elementary,94707,berkeley,0.821917808219178
7179124,4,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7179246,3,lick wilmerding high,94112,san francisco,lick-wilmerding high school,94112,san francisco,0.8837209302325582
7179288,3,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
7179304,3,elementary,94706,albany,marin elementary,94706,albany,0.8627450980392157
7179304,4,elementary,94706,albany,marin elementary,94706,albany,0.8627450980392157
7179330,3,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
7179390,3,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
7179390,4,kings middle,94703,berkeley,willard middle,94705,berkeley,0.7636363636363637
7179622,3,rolling hills middle,95032,los gatos,rolling hills middle,95030,los gatos,0.9577464788732394
7179622,4,capri elementary,95008,campbell,capri elementary,95008,campbell,0.9836065573770492
7179721,3,crittonden middle,94043,mountain view,crittenden middle,94043,mountain view,0.958904109589041
7179721,4,stevenson elementary,94043,mountain view,stevenson elementary,94043,mountain view,0.9873417721518988
7179831,3,high,95014,cupertino,homestead high,95014,cupertino,0.7755102040816326
7179831,4,middle,94303,palo alto,ravenswood middle,94303,east palo alto,0.711864406779661
7179861,3,saratoga high,95070,saratoga,saratoga high,95070,saratoga,0.9818181818181818
7179906,3,luigi aprea elementary,95020,gilroy,luigi aprea elementary,95020,gilroy,0.9855072463768116
7179906,4,luigi aprea elementary,95020,gilroy,luigi aprea elementary,95020,gilroy,0.9855072463768116
7179927,3,san ysidro elementary,95136,san jose,hayes elementary,95136,san jose,0.8484848484848485
7179965,3,christopher high,95020,gilroy,christopher high,95020,gilroy,0.9824561403508771
7179965,4,christopher high,95020,gilroy,christopher high,95020,gilroy,0.9824561403508771
7180056,4,gilroy high,95020,gilroy,gilroy high,95020,gilroy,0.9787234042553191
7180056,5,sub valley junior high,95020,gilroy,south valley middle,95020,gilroy,0.696969696969697
7180056,6,gilroy preschool,95020,gilroy,gilroy special ed preschool,95020,gilroy,0.8235294117647058
7180296,3,westmont high,95008,campbell,westmont high,95008,campbell,0.9818181818181818
7180393,3,rendall,95035,milpitas,robert randall elementary,95035,milpitas,0.6885245901639344
7180962,4,st justin elementary,95051,santa clara,sutter elementary,95051,santa clara,0.8611111111111112
7181016,5,downtown college prep,95126,san jose,downtown college preparatory,95110,san jose,0.8461538461538461
7181092,3,wilcox high,95051,santa clara,adrian wilcox high,95051,santa clara,0.875
7181092,4,cabrillo middle,95051,santa clara,juan cabrillo middle,95051,santa clara,0.9142857142857143
7181101,3,stratford,95051,santa clara,stratford school,95051,santa clara,0.8666666666666667
7181110,3,bellarmine high,95126,san jose,leland high,95120,san jose,0.8
7181171,3,woodside priory private,94028,portola valley,woodside priory,94028,portola valley,0.8860759493670886
7181171,4,corte madera,94028,portola valley,corte madera,94028,portola valley,0.9846153846153847
7181180,3,don callegon,95054,santa clara,don callejon,95054,santa clara,0.9491525423728814
7181180,4,don callejon,95054,santa clara,don callejon,95054,santa clara,0.9830508474576272
7181182,3,don callejon,95054,santa clara,don callejon,95054,santa clara,0.9830508474576272
7181195,3,mission middle college,95054,santa clara,mission early college high,95054,santa clara,0.8192771084337349
7181195,4,willcox high,95051,santa clara,adrian wilcox high,95051,santa clara,0.8615384615384616
7181195,5,buchser middle,95050,santa clara,buchser middle,95050,santa clara,0.9841269841269841
7181211,3,archbishop mitty,95129,san jose,archbishop mitty high,95129,san jose,0.9090909090909091
7181211,4,country lane elementary,95129,san jose,country lane elementary,95129,san jose,0.9866666666666667
7181239,3,bellarmine college prep,95126,san jose,bellarmine college preparatory,95126,san jose,0.9024390243902439
7181239,4,st francis high,94040,mountain view,st. francis high school,94040,mountain view,0.8831168831168831
7181239,5,sacred heart,95070,saratoga,sacred heart school,95070,saratoga,0.8666666666666667
7181297,3,saratoga high,95070,saratoga,saratoga high,95070,saratoga,0.9818181818181818
7181497,3,lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.8524590163934426
7181497,4,castallero middle,95120,san jose,castillero middle,95120,san jose,0.9523809523809523
7181656,3,windmill springs elementary,95121,san jose,windmill springs elementary,95121,san jose,0.9879518072289156
7181656,4,windmill springs elementary,95121,san jose,windmill springs elementary,95121,san jose,0.9879518072289156
7181656,5,windmill springs elementary,95121,san jose,windmill springs elementary,95121,san jose,0.9879518072289156
